Country,Year,Population,Percent of Pop. Using Internet,Homicide Count per 100k,Homicide Rate per 100k,Pop. Change Indicator,Internet Use Change Indicator,Hom. Count Change Indicator,Hom. Rate Change Indicator,Avg. Change in Pop.,Avg. Change in Internet Use,Avg. Change in Hom. Count,Avg. Change in Hom. Rate,Region
Estonia,2007,1342920,66.19,93,6.9,-1,1,1,1,-7780.0,2.6799999999999997,2.0,0.10000000000000053,Europe
Estonia,2008,1338440,70.58,84,6.3,-1,1,-1,-1,-4480.0,4.390000000000001,-9.0,-0.6000000000000005,Europe
Estonia,2009,1335740,72.5,70,5.2,-1,1,-1,-1,-2700.0,1.9200000000000017,-14.0,-1.0999999999999996,Europe
Estonia,2010,1333290,74.1,70,5.2,-1,1,0,0,-2450.0,1.5999999999999943,0.0,0.0,Europe
Finland,1996,5124573,16.78007526,153,3,1,1,1,1,16783.0,2.8797713700000003,7.0,0.10000000000000009,Europe
Finland,1997,5139835,19.4586828,139,2.7,1,1,-1,-1,15262.0,2.678607539999998,-14.0,-0.2999999999999998,Europe
Finland,1998,5153497,25.45252493,113,2.2,1,1,-1,-1,13662.0,5.993842130000001,-26.0,-0.5,Europe
Finland,1999,5165474,32.29509229,143,2.8,1,1,1,1,11977.0,6.84256736,30.0,0.5999999999999996,Europe
Finland,2000,5181115,37.24846174,148,2.9,1,1,1,1,15641.0,4.953369450000004,5.0,0.10000000000000009,Europe
Finland,2001,5188008,43.10536335,156,3,1,1,1,1,6893.0,5.856901609999994,8.0,0.10000000000000009,Europe
Finland,2002,5200598,62.43,132,2.5,1,1,-1,-1,12590.0,19.324636650000002,-24.0,-0.5,Europe
Finland,2003,5213013.5,69.22,103,2,1,1,-1,-1,12415.5,6.789999999999999,-29.0,-0.5,Europe
Finland,2004,5228171.5,72.39,148,2.8,1,1,1,1,15158.0,3.1700000000000017,45.0,0.7999999999999998,Europe
Finland,2005,5246095.5,74.48,119,2.3,1,1,-1,-1,17924.0,2.0900000000000034,-29.0,-0.5,Europe
Finland,2006,5266267.5,79.66,120,2.3,1,1,1,0,20172.0,5.179999999999993,1.0,0.0,Europe
Finland,2007,5288719.5,80.78,129,2.4,1,1,1,1,22452.0,1.1200000000000045,9.0,0.10000000000000009,Europe
Finland,2008,5313399,83.67,133,2.5,1,1,1,1,24679.5,2.8900000000000006,4.0,0.10000000000000009,Europe
Finland,2009,5326314,82.49,121,2.3,1,-1,-1,-1,12915.0,-1.1800000000000068,-12.0,-0.20000000000000018,Europe
Finland,2010,5375276,86.89,118,2.2,1,1,-1,-1,64000.5,4.400000000000006,-3.0,-0.09999999999999964,Europe
France,1997,58493880,4.255003872,963,1.7,1,1,-1,-1,228528.0,1.6709698929999997,-208.0,-0.30000000000000004,Europe
France,1998,58852621,6.319778722,961,1.6,1,1,-1,-1,358741.0,2.06477485,-2.0,-0.09999999999999987,Europe
France,1999,60187205,9.125317889,953,1.6,1,1,-1,0,1334584.0,2.805539167,-8.0,0.0,Europe
France,2000,59225683,14.30792394,1051,1.8,1,1,1,1,258849.0,5.1826060510000005,98.0,0.19999999999999996,Europe
France,2001,59192597,26.32590355,1046,1.8,-1,1,-1,0,-33086.0,12.01797961,-5.0,0.0,Europe
France,2002,59488757,30.18,1119,1.9,1,1,1,1,296160.0,3.85409645,73.0,0.09999999999999987,Europe
France,2003,60027912,36.14,987,1.6,1,1,-1,-1,539155.0,5.960000000000001,-132.0,-0.2999999999999998,Europe
France,2004,60521142,39.15,990,1.6,1,1,1,0,493230.0,3.009999999999998,3.0,0.0,Europe
France,2005,61181403,42.87,976,1.6,1,1,-1,0,660261.0,3.719999999999999,-14.0,0.0,Europe
France,2006,61352572,46.87,879,1.4,1,1,-1,-1,171169.0,4.0,-97.0,-0.20000000000000018,Europe
France,2007,61538322,66.09,826,1.3,1,1,-1,-1,185750.0,19.220000000000006,-53.0,-0.09999999999999987,Europe
France,2008,62134866,70.68,839,1.4,1,1,1,1,596544.0,4.590000000000003,13.0,0.09999999999999987,Europe
France,2009,62473779,71.58,682,1.1,1,1,-1,-1,338913.0,0.8999999999999915,-157.0,-0.2999999999999998,Europe
French Guiana,2005,199206,20.79331445,45,22.3,1,1,-1,-1,6039.0,1.2949358900000014,-13.0,-7.5,South America
French Guiana,2006,205954,22.06425495,42,20.1,1,1,-1,-1,6748.0,1.2709404999999983,-3.0,-2.1999999999999993,South America
French Guiana,2007,213500,23.31393614,28,13.1,1,1,-1,-1,7546.0,1.2496811900000004,-14.0,-7.000000000000002,South America
French Guiana,2008,219266,24.53441406,32,14.6,1,1,1,1,5766.0,1.2204779200000004,4.0,1.5,South America
French Guiana,2009,224469,25.70340925,30,13.3,1,1,-1,-1,5203.0,1.1689951900000004,-2.0,-1.299999999999999,South America
Georgia,1996,5375100,0.040065419,270,5.4,-1,1,-1,-1,-15800.0,0.028228534,-121.0,-2.3,Asia
Georgia,1998,5394900,0.102830957,243,5,1,1,-1,-1,9900.0,0.031382769000000005,-13.5,-0.20000000000000018,Asia
Georgia,1999,5402100,0.416343567,244,5.1,1,1,1,1,7200.0,0.31351261,1.0,0.09999999999999964,Asia
Georgia,2000,4945553,0.484746299,239,5,-1,1,-1,-1,-456547.0,0.06840273199999997,-5.0,-0.09999999999999964,Asia
Georgia,2002,4371535,1.58787563,292,6.3,-1,1,1,1,-287009.0,0.5515646655,26.5,0.6499999999999999,Asia
Georgia,2003,4328900,2.558816481,302,6.6,-1,1,1,1,-42635.0,0.9709408509999999,10.0,0.2999999999999998,Asia
Georgia,2004,4318350,3.886221354,281,6.2,-1,1,-1,-1,-10550.0,1.3274048729999999,-21.0,-0.39999999999999947,Asia
Georgia,2005,4361400,6.079457629,403,9,1,1,1,1,43050.0,2.1932362750000003,122.0,2.8,Asia
Georgia,2006,4398000,7.526876845,323,7.3,1,1,-1,-1,36600.0,1.4474192160000001,-80.0,-1.7000000000000002,Asia
Georgia,2007,4388400,8.26,330,7.5,-1,1,1,1,-9600.0,0.7331231549999995,7.0,0.20000000000000018,Asia
Georgia,2008,4383800,10.01,263,6,-1,1,-1,-1,-4600.0,1.75,-67.0,-1.5,Asia
Georgia,2009,4385429,20.07,210,4.8,1,1,-1,-1,1629.0,10.06,-53.0,-1.2000000000000002,Asia
Georgia,2010,4452800,26.9,187,4.3,1,1,-1,-1,67371.0,6.829999999999998,-23.0,-0.5,Asia
Germany,1996,81895637,3.054805234,1249,1.5,1,1,-1,-1,234672.0,1.2170674799999999,-123.0,-0.19999999999999996,Europe
Germany,1997,82051698,6.711087477,1178,1.4,1,1,-1,-1,39536.0,3.6562822430000006,-71.0,-0.10000000000000009,Europe
Germany,1998,82028947,9.877852428,975,1.2,-1,1,-1,-1,-28432.0,3.166764951,-203.0,-0.19999999999999996,Europe
Germany,1999,82086582,20.84598264,1005,1.2,1,1,1,0,57635.0,10.968130211999998,30.0,0.0,Europe
Germany,2000,82187614,30.2163466,1015,1.2,1,1,1,0,101032.0,9.370363960000002,10.0,0.0,Europe
Germany,2001,82339429,31.65093942,925,1.1,1,1,-1,-1,151815.0,1.4345928199999989,-90.0,-0.09999999999999987,Europe
Germany,2002,82482309,48.82,955,1.2,1,1,1,1,142880.0,17.16906058,30.0,0.09999999999999987,Europe
Germany,2003,82534175.5,55.9,859,1,1,1,-1,-1,51866.5,7.079999999999998,-96.0,-0.19999999999999996,Europe
Germany,2004,82501274,64.73,868,1.1,-1,1,1,1,-32901.5,8.830000000000005,9.0,0.10000000000000009,Europe
Germany,2006,82365810,72.16,808,1,-1,1,-1,-1,-67732.0,3.7149999999999963,-30.0,-0.050000000000000044,Europe
Germany,2007,82266371.5,75.16,757,0.9,-1,1,-1,-1,-99438.5,3.0,-51.0,-0.09999999999999998,Europe
Germany,2008,82217837,78,722,0.9,-1,1,-1,0,-48534.5,2.8400000000000034,-35.0,0.0,Europe
Germany,2009,82002356,79,706,0.9,-1,1,-1,0,-215481.0,1.0,-16.0,0.0,Europe
Germany,2010,81802257,82,690,0.8,-1,1,-1,-1,-200099.0,3.0,-16.0,-0.09999999999999998,Europe
Greece,1996,10475878,1.395360779,169,1.6,1,1,1,1,21859.0,0.645744302,18.0,0.20000000000000018,Europe
Greece,1997,10498836,1.849634688,203,1.9,1,1,1,1,22958.0,0.4542739090000001,34.0,0.2999999999999998,Europe
Greece,1998,10516366,3.221821786,176,1.6,1,1,-1,-1,17530.0,1.372187098,-27.0,-0.2999999999999998,Europe
Greece,1999,10882607,6.877292144,155,1.4,1,1,-1,-1,366241.0,3.655470358,-21.0,-0.20000000000000018,Europe
Greece,2000,10917457,9.138837308,158,1.4,1,1,1,0,34850.0,2.2615451639999993,3.0,0.0,Europe
Greece,2001,10934097,10.93502581,139,1.3,1,1,-1,-1,16640.0,1.7961885020000015,-19.0,-0.09999999999999987,Europe
Greece,2002,10987559,14.67,108,1,1,1,-1,-1,52574.0,3.734974189999999,-31.0,-0.30000000000000004,Europe
Greece,2003,11023800,17.8,122,1.1,1,1,1,1,55258.0,3.130000000000001,14.0,0.10000000000000009,Europe
Greece,2004,11037745,21.42,109,1,1,1,-1,-1,38842.0,3.620000000000001,-13.0,-0.10000000000000009,Europe
Greece,2005,11103929,24,132,1.2,1,1,1,1,66184.0,2.5799999999999983,23.0,0.19999999999999996,Europe
Greece,2006,11148533,32.25,110,1,1,1,-1,-1,74820.0,8.25,-22.0,-0.19999999999999996,Europe
Greece,2007,11192849,35.88,128,1.1,1,1,1,1,80736.0,3.6300000000000026,18.0,0.10000000000000009,Europe
Greece,2008,11237093.5,38.2,139,1.2,1,1,1,1,93313.5,2.3200000000000003,11.0,0.09999999999999987,Europe
Greece,2009,11282751,42.4,143,1.3,1,1,1,1,100527.0,4.199999999999996,4.0,0.10000000000000009,Europe
Greece,2010,11183516,44.4,176,1.5,-1,1,1,1,-7138.0,2.0,33.0,0.19999999999999996,Europe
Greenland,1998,56076,14.65444717,6,10.7,1,1,-1,-1,105.0,6.699942488,-5.0,-9.0,Europe
Greenland,1999,56087,21.60261331,11,19.6,1,1,1,1,11.0,6.94816614,5.0,8.900000000000002,Europe
Greenland,2000,56184,31.74781123,13,23.1,1,1,1,1,97.0,10.145197920000001,2.0,3.5,Europe
Greenland,2001,56394,35.46413689,17,30.1,1,1,1,1,210.0,3.716325659999999,4.0,7.0,Europe
Greenland,2002,56609,44.15478903,12,21.2,1,1,-1,-1,215.0,8.690652140000005,-5.0,-8.900000000000002,Europe
Greenland,2003,56750,54.53425983,5,8.8,1,1,-1,-1,141.0,10.3794708,-7.0,-12.399999999999999,Europe
Greenland,2004,56912,56.09901476,11,19.3,1,1,1,1,162.0,1.5647549299999994,6.0,10.5,Europe
Greenland,2005,56969,57.7034045,10,17.5,1,1,-1,-1,57.0,1.604389739999995,-1.0,-1.8000000000000007,Europe
Greenland,2006,56775,59.36168727,10,17.5,-1,1,0,0,-160.0,1.6582827699999996,0.0,0.0,Europe
Greenland,2007,56648,61.07,2,3.5,-1,1,-1,-1,-127.0,1.708312730000003,-8.0,-14.0,Europe
Greenland,2009,56194,62.83,11,19.2,-1,1,1,1,-227.0,0.879999999999999,4.5,7.85,Europe
Guam,2001,156337,25.38022753,8,5.1,1,1,1,1,1532.0,9.26710049,6.0,3.8,Oceania
Guam,2002,157061,31.19229426,2,1.2,1,1,-1,-1,724.0,5.8120667300000015,-6.0,-3.8999999999999995,Oceania
Guam,2003,157579,33.71668179,8,4.9,1,1,1,1,518.0,2.524387530000002,6.0,3.7,Oceania
Guam,2004,158024,36.16178784,9,5.4,1,1,1,1,445.0,2.4451060499999997,1.0,0.5,Oceania
Guam,2005,158398,38.55987756,7,4.2,1,1,-1,-1,374.0,2.3980897199999944,-2.0,-1.2000000000000002,Oceania
Guam,2006,158711,43.851443,11,6.4,1,1,1,1,313.0,5.2915654400000065,4.0,2.2,Oceania
Guam,2007,158967,46.15047362,1,0.6,1,1,-1,-1,256.0,2.2990306199999964,-10.0,-5.800000000000001,Oceania
Guatemala,1998,10799132,0.466590444,3310,30.9,1,1,1,-1,59302.0,0.154530813,16.666666666666668,-0.5333333333333338,South America
Guatemala,1999,11088372,0.592652945,2655,24.2,1,1,-1,-1,289240.0,0.126062501,-655.0,-6.699999999999999,South America
Guatemala,2000,11385337,0.712332905,2904,25.8,1,1,1,1,296965.0,0.11967996000000003,249.0,1.6000000000000014,South America
Guatemala,2001,11678411,1.738201782,3230,28.1,1,1,1,1,293074.0,1.025868877,326.0,2.3000000000000007,South America
Guatemala,2005,12699780,5.7,5338,42,1,1,1,1,255342.25,0.9904495545,527.0,3.4749999999999996,South America
Guatemala,2010,14361666,10.5,5960,41.4,1,1,1,-1,332377.2,0.96,124.4,-0.12000000000000029,South America
Hungary,1996,10193371,0.969239536,271,2.6,-1,1,-1,-1,-35618.0,0.29175348200000006,-25.0,-0.2999999999999998,Europe
Hungary,1997,10154900,1.942449872,289,2.8,-1,1,1,1,-38471.0,0.9732103360000001,18.0,0.19999999999999973,Europe
Hungary,1998,10113574,3.894643278,289,2.8,-1,1,0,0,-41326.0,1.9521934060000001,0.0,0.0,Europe
Hungary,1999,10067507,5.857840749,253,2.5,-1,1,-1,-1,-46067.0,1.963197471,-36.0,-0.2999999999999998,Europe
Hungary,2000,10024222,6.999676351,205,2,-1,1,-1,-1,-43285.0,1.1418356019999996,-48.0,-0.5,Europe
Hungary,2001,10198315,14.5285543,254,2.5,1,1,1,1,174093.0,7.528877949,49.0,0.5,Europe
Hungary,2002,10158607.5,16.67,203,2,-1,1,-1,-1,-28968.0,2.141445700000002,-51.0,-0.5,Europe
Hungary,2003,10129552,21.63,236,2.3,-1,1,1,1,-29055.5,4.959999999999997,33.0,0.2999999999999998,Europe
Hungary,2004,10107145.5,27.74,209,2.1,-1,1,-1,-1,-22406.5,6.109999999999999,-27.0,-0.19999999999999973,Europe
Hungary,2005,10087065,38.97,164,1.6,-1,1,-1,-1,-20080.5,11.23,-45.0,-0.5,Europe
Hungary,2006,10071369.5,47.06,174,1.7,-1,1,1,1,-15695.5,8.090000000000003,10.0,0.09999999999999987,Europe
Hungary,2007,10055779.5,53.3,154,1.5,-1,1,-1,-1,-15590.0,6.239999999999995,-20.0,-0.19999999999999996,Europe
Hungary,2008,10038188,61,146,1.5,-1,1,-1,0,-17591.5,7.700000000000003,-8.0,0.0,Europe
Hungary,2009,10030975,62,139,1.4,-1,1,-1,-1,-7213.0,1.0,-7.0,-0.10000000000000009,Europe
Hungary,2010,10014324,65,133,1.3,-1,1,-1,-1,-8325.5,3.0,-6.0,-0.09999999999999987,Europe
Iceland,2000,281154,44.47053382,5,1.8,1,1,1,1,3972.0,3.175967110000002,3.0,1.1,Europe
Iceland,2001,284968,49.39299537,1,0.4,1,1,-1,-1,3814.0,4.922461550000001,-4.0,-1.4,Europe
Iceland,2002,287523,79.12,4,1.4,1,1,1,1,2555.0,29.727004630000003,3.0,0.9999999999999999,Europe
Iceland,2003,289272,83.14,0,0,1,1,-1,-1,1749.0,4.019999999999996,-4.0,-1.4,Europe
Iceland,2004,292073.5,83.88,3,1,1,1,1,1,2801.5,0.7399999999999949,3.0,1.0,Europe
Iceland,2005,295864,87,3,1,1,1,0,0,3790.5,3.1200000000000045,0.0,0.0,Europe
Iceland,2006,304334,89.51,0,0,1,1,-1,-1,8470.0,2.510000000000005,-3.0,-1.0,Europe
Iceland,2007,311396,90.6,2,0.7,1,1,1,1,7062.0,1.0899999999999892,2.0,0.7,Europe
Iceland,2008,319355,91,0,0,1,1,-1,-1,7959.0,0.4000000000000057,-2.0,-0.7,Europe
Iceland,2009,319368,93,1,0.3,1,1,1,1,13.0,2.0,1.0,0.3,Europe
Ireland,1996,3626087,2.199301832,42,1.2,1,1,-1,0,43856.0,1.0909155040000003,-1.0,0.0,Europe
Ireland,1997,3674269,4.08825507,38,1,1,1,-1,-1,48182.0,1.8889532379999996,-4.0,-0.19999999999999996,Europe
Ireland,1998,3704878,8.096010043,38,1,1,1,0,0,30609.0,4.007754973,0.0,0.0,Europe
Ireland,1999,3744658,10.93380859,38,1,1,1,0,0,39780.0,2.8377985470000002,0.0,0.0,Europe
Ireland,2000,3786931,17.85046724,37,1,1,1,-1,0,42273.0,6.9166586500000005,-1.0,0.0,Europe
Ireland,2001,3863018,23.13881219,52,1.3,1,1,1,1,76087.0,5.288344949999999,15.0,0.30000000000000004,Europe
Ireland,2002,3917203,25.85,52,1.3,1,1,0,0,54185.0,2.711187810000002,0.0,0.0,Europe
Ireland,2003,3995698.5,34.31,45,1.1,1,1,-1,-1,63942.5,8.46,-7.0,-0.19999999999999996,Europe
Ireland,2004,4043763,36.99,30,0.7,1,1,-1,-1,48064.5,2.6799999999999997,-15.0,-0.40000000000000013,Europe
Ireland,2005,4130722,41.61,52,1.3,1,1,1,1,86959.0,4.619999999999997,22.0,0.6000000000000001,Europe
Ireland,2006,4239848,54.82,62,1.5,1,1,1,1,109126.0,13.21,10.0,0.19999999999999996,Europe
Ireland,2007,4356931,61.15832455,77,1.8,1,1,1,1,122059.0,6.338324550000003,15.0,0.30000000000000004,Europe
Ireland,2008,4457765,65.34,50,1.1,1,1,-1,-1,117647.0,4.18167545,-27.0,-0.7,Europe
Ireland,2009,4458942,67.38,56,1.3,1,1,1,1,1177.0,2.039999999999992,6.0,0.19999999999999996,Europe
Ireland,2010,4549428,69.85,54,1.2,1,1,-1,-1,28106.0,2.469999999999999,-2.0,-0.10000000000000009,Europe
Israel,1996,5688900,2.1683676,117,2.1,1,1,1,0,144000.0,1.2379446299999999,5.0,0.0,Middle East
Israel,1997,5828900,4.399405482,156,2.8,1,1,1,1,140000.0,2.231037882,39.0,0.6999999999999997,Middle East
Israel,1998,5970700,10.30706995,147,2.5,1,1,-1,-1,141800.0,5.907664468000001,-9.0,-0.2999999999999998,Middle East
Israel,1999,6125275,13.43612191,137,2.3,1,1,-1,-1,154575.0,3.12905196,-10.0,-0.20000000000000018,Middle East
Israel,2000,6289200,20.87379,147,2.4,1,1,1,1,163925.0,7.437668089999999,10.0,0.10000000000000009,Middle East
Israel,2001,6439000,17.37862386,223,3.6,1,-1,1,1,149800.0,-3.4951661399999985,76.0,1.2000000000000002,Middle East
Israel,2002,6569900,17.76459906,227,3.6,1,1,1,0,130900.0,0.3859751999999972,4.0,0.0,Middle East
Israel,2003,6689700,19.59339366,206,3.2,1,1,-1,-1,119800.0,1.828794600000002,-21.0,-0.3999999999999999,Middle East
Israel,2004,6809000,22.77048553,173,2.7,1,1,-1,-1,119300.0,3.177091869999998,-33.0,-0.5,Middle East
Israel,2005,6930127.5,25.19404242,163,2.5,1,1,-1,-1,121127.5,2.4235568900000004,-10.0,-0.20000000000000018,Middle East
Israel,2006,7053707,27.88107446,189,2.8,1,1,1,1,123579.5,2.687032040000002,26.0,0.2999999999999998,Middle East
Israel,2007,7180114.5,48.12806219,134,1.9,1,1,-1,-1,126407.5,20.24698773,-55.0,-0.8999999999999999,Middle East
Israel,2008,7412180,59.39,163,2.3,1,1,1,1,232065.5,11.26193781,29.0,0.3999999999999999,Middle East
Israel,2009,7485565,63.12,156,2.1,1,1,-1,-1,176770.0,3.729999999999997,-7.0,-0.19999999999999973,Middle East
Israel,2010,7623561,67.5,158,2.1,1,1,1,0,137996.0,4.380000000000003,2.0,0.0,Middle East
Israel,2011,7765832,68.87387799,159,2.1,1,1,1,0,142271.0,1.3738779899999969,1.0,0.0,Middle East
Italy,1996,56862789,1.023289903,953,1.7,-1,1,-1,-1,-438051.0,0.49887711599999995,-59.0,-0.10000000000000009,Europe
Italy,1997,56893772,2.276737834,873,1.5,1,1,-1,-1,30983.0,1.253447931,-80.0,-0.19999999999999996,Europe
Italy,1998,57587985,4.558519565,876,1.5,1,1,1,0,694213.0,2.281781731,3.0,0.0,Europe
Italy,1999,57646255,14.37841019,805,1.4,1,1,-1,-1,82901.0,9.819890625,-71.0,-0.10000000000000009,Europe
Italy,2000,57679895,23.11087424,746,1.3,1,1,-1,-1,33640.0,8.73246405,-59.0,-0.09999999999999987,Europe
Italy,2001,56995744,27.22211698,709,1.2,-1,1,-1,-1,-684151.0,4.111242739999998,-37.0,-0.10000000000000009,Europe
Italy,2002,56987507,28.04,644,1.1,1,1,-1,-1,26815.0,0.81788302,-65.0,-0.09999999999999987,Europe
Italy,2003,57130506,29.04,719,1.2,1,1,1,1,142999.0,1.0,75.0,0.09999999999999987,Europe
Italy,2004,57495900,33.24,714,1.2,1,1,-1,0,365394.0,4.200000000000003,-5.0,0.0,Europe
Italy,2005,57874753,35,610,1,1,1,-1,-1,378853.0,1.759999999999998,-104.0,-0.19999999999999996,Europe
Italy,2006,58064214,37.99,625,1.1,1,1,1,1,189461.0,2.990000000000002,15.0,0.10000000000000009,Europe
Italy,2007,58223744,40.79,631,1.1,1,1,1,0,159530.0,2.799999999999997,6.0,0.0,Europe
Italy,2008,58652875,44.53,615,1,1,1,-1,-1,429131.0,3.740000000000002,-16.0,-0.10000000000000009,Europe
Italy,2009,59000586,48.83,590,1,1,1,-1,0,347711.0,4.299999999999997,-25.0,0.0,Europe
Italy,2010,59277416.5,53.68,529,0.9,1,1,-1,-1,276830.5,4.850000000000001,-61.0,-0.09999999999999998,Europe
Jamaica,1998,2576256,1.978726318,953,37.6,1,1,1,1,25410.333333333332,0.623079444,57.666666666666664,1.9666666666666675,Caribbean
Jamaica,1999,2590400,2.355688556,849,33.2,1,1,-1,-1,14144.0,0.37696223799999995,-104.0,-4.399999999999999,Caribbean
Jamaica,2001,2607632,3.863020387,1139,43.7,1,1,1,1,8616.0,0.7536659155000001,145.0,5.25,Caribbean
Jamaica,2003,2630370.651,7.8,975,36.8,1,1,-1,-1,11369.325500000035,1.9684898064999998,-82.0,-3.450000000000003,Caribbean
Jamaica,2004,2641946,10,1471,55.2,1,1,1,1,11575.34899999993,2.2,496.0,18.400000000000006,Caribbean
Jamaica,2005,2650405,12.8,1674,62.4,1,1,1,1,8459.0,2.8000000000000007,203.0,7.199999999999996,Caribbean
Jamaica,2008,2687241.352,23.6,1618,59.5,1,1,-1,-1,12278.783999999985,3.6,-18.666666666666668,-0.9666666666666662,Caribbean
Jamaica,2009,2695583,24.3,1682,61.6,1,1,1,1,8341.648000000045,0.6999999999999993,64.0,2.1000000000000014,Caribbean
Jamaica,2010,2702314,27.67,1430,52.2,1,1,-1,-1,6731.0,3.370000000000001,-252.0,-9.399999999999999,Caribbean
Japan,1996,125864000,4.372981968,616,0.5,1,1,-1,0,293754.0,2.77861882,-61.0,0.0,Asia
Japan,1997,126166000,9.16307714,677,0.5,1,1,1,0,302000.0,4.790095172,61.0,0.0,Asia
Japan,1998,126486000,13.41404088,716,0.6,1,1,1,1,320000.0,4.2509637399999995,39.0,0.09999999999999998,Asia
Japan,1999,126686000,21.39129031,674,0.5,1,1,-1,-1,200000.0,7.977249429999999,-42.0,-0.09999999999999998,Asia
Japan,2000,126925843,29.99074036,637,0.5,1,1,-1,0,239843.0,8.599450050000002,-37.0,0.0,Asia
Japan,2001,127291000,38.53206086,645,0.5,1,1,1,0,365157.0,8.541320500000001,8.0,0.0,Asia
Japan,2002,127435000,46.59420112,609,0.5,1,1,-1,0,144000.0,8.06214026,-36.0,0.0,Asia
Japan,2003,127619000,48.43526589,697,0.6,1,1,1,1,184000.0,1.8410647699999956,88.0,0.09999999999999998,Asia
Japan,2004,127687000,62.39392963,699,0.6,1,1,1,0,68000.0,13.958663740000006,2.0,0.0,Asia
Japan,2005,127767994,66.9210661,643,0.5,1,1,-1,-1,80994.0,4.527136470000002,-56.0,-0.09999999999999998,Asia
Japan,2006,127756000,68.68527032,619,0.5,-1,1,-1,0,-17000.0,1.7642042199999963,-24.0,0.0,Asia
Japan,2007,127772000,74.3,574,0.5,1,1,-1,0,2000.0,5.614729679999996,-45.0,0.0,Asia
Japan,2008,127704000,75.4,646,0.5,-1,1,1,0,-68000.0,1.1000000000000085,72.0,0.0,Asia
Japan,2009,127558000,78,506,0.4,-1,1,-1,-1,-134000.0,2.5999999999999943,-140.0,-0.09999999999999998,Asia
Kazakhstan,1997,15751310,0.064596754,2581,16.7,-1,1,-1,0,-169587.0,0.03277224200000001,-44.0,0.0,Asia
Kazakhstan,1998,15072983,0.131069604,2531,16.6,-1,1,-1,-1,-678327.0,0.06647285,-50.0,-0.09999999999999787,Asia
